dictionary_id,year_month,url,status,title,n_variables_declared,n_variables_parsed,n_records
BMF-2008-06-501CX-NONPROFIT-PX,2008-06,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2008-06-501CX-NONPROFIT-PX,ok,BMF 06/2008,39,39,1500595
BMF-2008-10-501CX-NONPROFIT-PX,2008-10,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2008-10-501CX-NONPROFIT-PX,ok,BMF 10/2008,39,39,1519195
BMF-2008-12-501CX-NONPROFIT-PX,2008-12,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2008-12-501CX-NONPROFIT-PX,ok,BMF 12/2008,39,39,1519384
BMF-2009-01-501CX-NONPROFIT-PX,2009-01,,unavailable,,,0,
BMF-2009-04-501CX-NONPROFIT-PX,2009-04,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2009-04-501CX-NONPROFIT-PX,ok,BMF 04/2009,39,39,1542275
BMF-2009-07-501CX-NONPROFIT-PX,2009-07,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2009-07-501CX-NONPROFIT-PX,ok,BMF 07/2009,39,39,1558158
BMF-2009-10-501CX-NONPROFIT-PX,2009-10,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2009-10-501CX-NONPROFIT-PX,ok,BMF 10/2009,39,39,1573534
BMF-2010-01-501CX-NONPROFIT-PX,2010-01,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2010-01-501CX-NONPROFIT-PX,ok,BMF 01/2010,39,39,1585766
BMF-2010-04-501CX-NONPROFIT-PX,2010-04,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2010-04-501CX-NONPROFIT-PX,ok,BMF 04/2010,41,41,1597976
BMF-2010-05-501CX-NONPROFIT-PX,2010-05,,unavailable,,,0,
BMF-2010-07-501CX-NONPROFIT-PX,2010-07,,unavailable,,,0,
BMF-2010-08-501CX-NONPROFIT-PX,2010-08,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2010-08-501CX-NONPROFIT-PX,ok,BMF 08/2010,41,41,1606808
BMF-2010-11-501CX-NONPROFIT-PX,2010-11,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2010-11-501CX-NONPROFIT-PX,ok,BMF 11/2010,41,41,1621316
BMF-2011-06-501CX-NONPROFIT-PX,2011-06,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2011-06-501CX-NONPROFIT-PX,ok,BMF 06/2011,41,41,1499809
BMF-2011-07-501CX-NONPROFIT-PX,2011-07,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2011-07-501CX-NONPROFIT-PX,ok,BMF 07/2011,41,41,1458529
BMF-2011-08-501CX-NONPROFIT-PX,2011-08,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2011-08-501CX-NONPROFIT-PX,ok,BMF 08/2011,41,41,1457264
BMF-2011-09-501CX-NONPROFIT-PX,2011-09,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2011-09-501CX-NONPROFIT-PX,ok,BMF 09/2011,41,41,1457753
BMF-2011-10-501CX-NONPROFIT-PX,2011-10,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2011-10-501CX-NONPROFIT-PX,ok,BMF 10/2011,41,41,1459346
BMF-2011-11-501CX-NONPROFIT-PX,2011-11,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2011-11-501CX-NONPROFIT-PX,ok,BMF 11/2011,41,41,1462996
BMF-2011-12-501CX-NONPROFIT-PX,2011-12,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2011-12-501CX-NONPROFIT-PX,ok,BMF 12/2011,41,41,1464836
BMF-2012-02-501CX-NONPROFIT-PX,2012-02,,unavailable,,,0,
BMF-2012-03-501CX-NONPROFIT-PX,2012-03,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2012-03-501CX-NONPROFIT-PX,ok,BMF 03/2012,41,41,1441957
BMF-2012-04-501CX-NONPROFIT-PX,2012-04,,unavailable,,,0,
BMF-2012-06-501CX-NONPROFIT-PX,2012-06,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2012-06-501CX-NONPROFIT-PX,ok,BMF 06/2012,41,41,1450466
BMF-2012-07-501CX-NONPROFIT-PX,2012-07,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2012-07-501CX-NONPROFIT-PX,ok,BMF 07/2012,41,41,1446898
BMF-2012-08-501CX-NONPROFIT-PX,2012-08,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2012-08-501CX-NONPROFIT-PX,ok,BMF 08/2012,41,41,1448403
BMF-2012-10-501CX-NONPROFIT-PX,2012-10,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2012-10-501CX-NONPROFIT-PX,ok,BMF 10/2012,41,41,1452280
BMF-2012-11-501CX-NONPROFIT-PX,2012-11,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2012-11-501CX-NONPROFIT-PX,ok,BMF 11/2012,41,41,1453271
BMF-2012-12-501CX-NONPROFIT-PX,2012-12,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2012-12-501CX-NONPROFIT-PX,ok,BMF 12/2012,41,41,1455881
BMF-2013-02-501CX-NONPROFIT-PX,2013-02,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2013-02-501CX-NONPROFIT-PX,ok,BMF 02/2013,41,41,1439819
BMF-2013-03-501CX-NONPROFIT-PX,2013-03,,unavailable,,,0,
BMF-2013-04-501CX-NONPROFIT-PX,2013-04,,unavailable,,,0,
BMF-2013-05-501CX-NONPROFIT-PX,2013-05,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2013-05-501CX-NONPROFIT-PX,ok,BMF 05/2013,41,41,1426559
BMF-2013-06-501CX-NONPROFIT-PX,2013-06,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2013-06-501CX-NONPROFIT-PX,ok,BMF 06/2013,41,41,1424595
BMF-2013-07-501CX-NONPROFIT-PX,2013-07,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2013-07-501CX-NONPROFIT-PX,ok,BMF 07/2013,41,41,1427584
BMF-2013-08-501CX-NONPROFIT-PX,2013-08,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2013-08-501CX-NONPROFIT-PX,ok,BMF 08/2013,41,41,1406200
BMF-2013-09-501CX-NONPROFIT-PX,2013-09,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2013-09-501CX-NONPROFIT-PX,ok,BMF 09/2013,41,41,1408003
BMF-2013-10-501CX-NONPROFIT-PX,2013-10,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2013-10-501CX-NONPROFIT-PX,ok,BMF 10/2013,41,41,1409418
BMF-2013-12-501CX-NONPROFIT-PX,2013-12,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2013-12-501CX-NONPROFIT-PX,ok,BMF 12/2013,41,41,1412018
BMF-2014-02-501CX-NONPROFIT-PX,2014-02,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2014-02-501CX-NONPROFIT-PX,ok,BMF 02/2014,41,41,1417463
BMF-2014-04-501CX-NONPROFIT-PX,2014-04,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2014-04-501CX-NONPROFIT-PX,ok,BMF 04/2014,41,41,1426937
BMF-2014-06-501CX-NONPROFIT-PX,2014-06,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2014-06-501CX-NONPROFIT-PX,ok,BMF 06/2014,41,41,1432479
BMF-2014-09-501CX-NONPROFIT-PX,2014-09,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2014-09-501CX-NONPROFIT-PX,ok,BMF 09/2014,41,41,1459813
BMF-2014-11-501CX-NONPROFIT-PX,2014-11,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2014-11-501CX-NONPROFIT-PX,ok,BMF 11/2014,41,41,1489164
BMF-2014-12-501CX-NONPROFIT-PX,2014-12,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2014-12-501CX-NONPROFIT-PX,ok,BMF 12/2014,41,41,1497172
BMF-2015-02-501CX-NONPROFIT-PX,2015-02,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2015-02-501CX-NONPROFIT-PX,ok,BMF 02/2015,41,41,1510115
BMF-2015-04-501CX-NONPROFIT-PX,2015-04,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2015-04-501CX-NONPROFIT-PX,ok,BMF 04/2015,41,41,1523959
BMF-2015-05-501CX-NONPROFIT-PX,2015-05,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2015-05-501CX-NONPROFIT-PX,ok,BMF 05/2015,41,41,1532722
BMF-2015-07-501CX-NONPROFIT-PX,2015-07,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2015-07-501CX-NONPROFIT-PX,ok,BMF 07/2015,41,41,1545625
BMF-2015-09-501CX-NONPROFIT-PX,2015-09,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2015-09-501CX-NONPROFIT-PX,ok,BMF 09/2015,41,41,1535234
BMF-2015-11-501CX-NONPROFIT-PX,2015-11,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2015-11-501CX-NONPROFIT-PX,ok,BMF 11/2015,41,41,1552319
BMF-2015-12-501CX-NONPROFIT-PX,2015-12,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2015-12-501CX-NONPROFIT-PX,ok,BMF 12/2015,41,41,1551677
BMF-2016-02-501CX-NONPROFIT-PX,2016-02,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2016-02-501CX-NONPROFIT-PX,ok,BMF 02/2016,41,41,1564696
BMF-2016-03-501CX-NONPROFIT-PX,2016-03,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2016-03-501CX-NONPROFIT-PX,ok,BMF 03/2016,41,41,1570948
BMF-2016-04-501CX-NONPROFIT-PX,2016-04,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2016-04-501CX-NONPROFIT-PX,ok,BMF 04/2016,41,41,1574146
BMF-2016-08-501CX-NONPROFIT-PX,2016-08,https://urbaninstitute.github.io/nccs-legacy/dictionary/bmf/bmf_archive_html/BMF-2016-08-501CX-NONPROFIT-PX,ok,BMF 08/2016,41,41,1584587
BMF-2017-09-501CX-NONPROFIT-PX,2017-09,,unavailable,,,0,
BMF-2017-12-501CX-NONPROFIT-PX,2017-12,,unavailable,,,0,
BMF-2018-12-501CX-NONPROFIT-PX,2018-12,,unavailable,,,0,
BMF-2019-08-501CX-NONPROFIT-PX,2019-08,,unavailable,,,0,
BMF-2020-04-501CX-NONPROFIT-PX,2020-04,,unavailable,,,0,
BMF-2022-01-501CX-NONPROFIT-PX,2022-01,,unavailable,,,0,
BMF-2022-08-501CX-NONPROFIT-PX,2022-08,,unavailable,,,0,
